url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-243058935/findingaid,MS 6221,Papers of Gerald Verner Maxwell,Gerald Verner Maxwell,1898-1959,1.62 metres (4 archive boxes + 1 large folio box + 1 small folio box),English,National Library of Australia,,,,33,29,0,1
http://nla.gov.au/nla.obj-234840983/findingaid,"MS 9263, MS Acc16.119, MS Acc21.039",Papers of Gertrud Bodenwieser,"Bodenwieser, Gertrud, 1890-1959",1919-2020,3.98 metres (12 ms boxes + 2 medium folio boxes + 1 large folio box + 1 outsized phase box + 13 map folios + 1 folio packet + 1 folder),English,Special Collections (Manuscripts),,,,165,123,48,1
http://nla.gov.au/nla.obj-2558232353/findingaid,MS 10541,Papers of Gertrude Scarlett,"Scarlett, Gertrude, 1886-1970",1857-1988,1.08 metres (3 small folio boxes + 1 archives box),English,Special Collections (Manuscripts),,,,40,28,0,1
http://nla.gov.au/nla.obj-242358249/findingaid,MS 7076,Papers of Gil Duthie,Reverend Gil Duthie,1943-1976,0.56 metres (4 boxes),English,National Library of Australia,,,,16,16,0,1
http://nla.gov.au/nla.obj-300474374/findingaid,MS 7993 et al,Papers of Gillian Bouras,Gillian Bouras,1963-2003,"2.17 metres (11 boxes, 1 carton, 1 small box)",English,National Library of Australia,,,,64,52,0,1
http://nla.gov.au/nla.obj-300843804/findingaid,"MS 9305, MS Acc05.100",Papers of Gisella Scheinberg,Gisella Scheinberg,1969-1994,"0.6 metres (4 boxes, 1 folder)",English,National Library of Australia,,,,21,18,0,1
http://nla.gov.au/nla.obj-248060360/findingaid,MS Acc14.062,Papers of Glenda Adams,Glenda Adams,1982-1999,0.75 metres (5 ms boxes),English,National Library of Australia,,,,37,31,0,1
http://nla.gov.au/nla.obj-234748811/findingaid,MS 8256,Papers of Gordon Bryant,Gordon Bryant,1917-1991,"46.74 metres (326 ms boxes, 5 folio items + 1 rolled items box)",English,Special Collections (Manuscripts),,,,1111,1049,43,1
http://nla.gov.au/nla.obj-247076022/findingaid,MS 6574,Papers of Gordon Hannington Luce,G. H. Luce,c.1912-1978,7.84 metres (57 boxes + 6 folio boxes + 1 map folio),English,National Library of Australia,,,,317,297,1,1
http://nla.gov.au/nla.obj-294451008/findingaid,MS 8371,Papers of Gordon Reid,Gordon Reid,1987-1988,7.04 metres (44 boxes),English,National Library of Australia,,,,273,271,0,1
http://nla.gov.au/nla.obj-829314631/findingaid,MS 10417,Papers of Graeme Kelleher,"Kelleher, Graeme",1973 - 1994,0.60 metres (4 ms boxes),English,Special Collections (Manuscripts),,,,130,129,0,1
http://nla.gov.au/nla.obj-243671897/findingaid,MS 5852,Papers of Graham Perkin,Graham Perkin,1955-1978,2.04 metres (8 archive boxes + 1 large folio box),English,National Library of Australia,,,,40,40,0,1
http://nla.gov.au/nla.obj-241398244/findingaid,MS 794,Papers of Greg Branson,Greg Branson,c. 1960,0.36 metres (2 archive boxes),English,National Library of Australia,,,,30,30,0,1
http://nla.gov.au/nla.obj-2952055566/findingaid,MS 10570,Papers of Greg Hartung,"Hartung, Greg",1972-2018,14.55 metres metres (94 MS boxes+1 med folio box),English,Special Collections (Manuscripts),,,,485,455,0,1
http://nla.gov.au/nla.obj-414635607/findingaid,MS 8915,Papers of Greg Weir,"Weir, Greg",1891 - 1995,7.65 metres (25 boxes + 3 fol. boxes + 1 fol. item + 23 elephant folios),English,Special Collections (Manuscripts),,,,34,31,0,1
http://nla.gov.au/nla.obj-743096241/findingaid,M1858,Papers of Gregory Bateman (as filmed by the AJCP),"Bateman, Gregory",1858 - 1895,2 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,2,2,2,3
http://nla.gov.au/nla.obj-249134347/findingaid,MS Acc09.016,Papers of Gregory Ivanoff,Gregory Ivanoff,1914-1965,0.3 metres (2 boxes),English,National Library of Australia,,,,7,7,0,1
http://nla.gov.au/nla.obj-246358531/findingaid,MS 1465,Papers of Gregory M. Mathews,Gregory M. Mathews,1900-1949,11.61 metres (35 boxes + 12 folio boxes),English,National Library of Australia,,,,95,95,0,1
http://nla.gov.au/nla.obj-244409369/findingaid,MS 5573,Papers of Grenfell Rudduck,Grenfell Rudduck,1880-1967,3.78 metres (2 ms boxes + 16 archive boxes + 1 large folio box),English,National Library of Australia,,,,117,115,0,1
http://nla.gov.au/nla.obj-324880077/findingaid,MS 5241,Papers of Guido Baracchi,"Baracchi, Guido, 1887-1975",1870-1975,2.52 metres (18 boxes),English,National Library of Australia,,,,77,61,0,1
http://nla.gov.au/nla.obj-241430729/findingaid,MS 1630,Papers of Guillaume Daniel Delprat,Guillaume Daniel Delprat,1819-1960,0.25 metres (2 boxes),English,National Library of Australia,,,,16,16,0,1
http://nla.gov.au/nla.obj-292552263/findingaid,MS 8340,Papers of Gus O'Donnell,Gus O'Donnell,1937-1989,5.32 metres (38 boxes),English,National Library of Australia,,,,150,130,0,1
http://nla.gov.au/nla.obj-243205735/findingaid,MS 6789,Papers of Gwen Meredith,Gwen Meredith,1938-1987,7.44 metres (38 archive boxes + 1 large folio box),English,National Library of Australia,,,,47,47,0,1
http://nla.gov.au/nla.obj-299330265/findingaid,MS 9228,Papers of Gwen Stockfeld,Gwen Stockfeld,1864-1996,1.82 metres (13 boxes),English,National Library of Australia,,,,72,59,0,1
http://nla.gov.au/nla.obj-243132987/findingaid,MS 6622,Papers of H. D. Thompson,H. D. Thompson,1886-1934,3.48 metres (1 archive box + 103 elephant folio items),English,National Library of Australia,,,,94,92,0,1
http://nla.gov.au/nla.obj-243615815/findingaid,MS 5547,Papers of H. Duncan Hall,H. Duncan Hall,1910-1976,15.87 metres (84 archive boxes + 1 small folio box + 1 medium folio box),English,National Library of Australia,,,,109,92,0,1
http://nla.gov.au/nla.obj-338035809/findingaid,"MS 4500, MS Acc10.051",Papers of H. Ingham Ashworth,"Ashworth, H. Ingham (Henry Ingham), 1907-1991",1954-1968,4.88 metres (11 boxes + 1 folio packet + 8 elephant folios + 1 object in folio box),English,National Library of Australia,,,,577,500,0,1
http://nla.gov.au/nla.obj-291528580/findingaid,MS 3925,Papers of H. M. Green,H. M. Green,1930-1963,"2.8 metres (16 boxes, 1 carton)",English,National Library of Australia,,,,69,66,0,1
http://nla.gov.au/nla.obj-253008859/findingaid,MS 1700,Papers of H. M. T. Glanville,Hilda Marion Tyndale Glanville,1827-1917,0.3 metres (2 boxes),English,National Library of Australia,,,,6,6,0,1
http://nla.gov.au/nla.obj-249169422/findingaid,MS Acc09.119; MS Acc09.143,Papers of H. P. Philpot and G. W. Philpot,H. P. Philpot and G. W. Philpot,1916-1985,0.13 metres (1 packet + 1 folder),English,Special Collections (Manuscripts),,,,76,75,0,1
http://nla.gov.au/nla.obj-838030081/findingaid,M2640 - M2642,Papers of HMS Challenger (as filmed by the AJCP),HMS Challenger,1873 - 1890,22 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,80,49,49,81
http://nla.gov.au/nla.obj-838030441/findingaid,M2596,Papers of HMS Discovery (as filmed by the AJCP),The British National Antarctic Expedition,9 August 1901 - August 1904,15 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) Online Portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's extensive collaborative copying project, operating from 1948-1997.",,,15,15,15,15
http://nla.gov.au/nla.obj-233237046/findingaid,MS 3940,Papers of Hal Missingham,Hal Missingham,1899-1989,1 metre (5 boxes + 1 volume),English,NLA,,,,41,36,1,1
http://nla.gov.au/nla.obj-290705032/findingaid,MS Acc05.022,Papers of Hanny Exiner,"Exiner, Hanny (Johanna Exiner)",1939-1995,4.05 metres (24 ms boxes + 1 small folio box + 150 sound/av carriers),English,Special Collections (Manuscripts),,,,523,443,121,1
http://nla.gov.au/nla.obj-223874432/findingaid,MS 5073,Papers of Hans Heysen,"Heysen, Hans, Sir, 1877-1968",c.1880s-1973 (bulk 1899-1968),8.95 metres (55 boxes),English,National Library of Australia,,,,467,458,2,1
http://nla.gov.au/nla.obj-3145047207/findingaid,MS 10686,Papers of Hans Werner Luyken,"Lukyen, Hans Werner, 1913-1996",1953 - 2022,0.15 metres (1 ms box),English,Special Collections (Manuscripts),,,,4,4,0,5
http://nla.gov.au/nla.obj-223571443/findingaid,MS 2376,Papers of Harcourt Algeranoff,"Algeranoff, Harcourt, 1903-1967",1830-1967,3.78 metres (27 boxes),English,National Library of Australia,,"Correspondence, family papers, diaries, lectures and articles, financial papers, cuttings and cutting books, photographs, programs and publications documenting Algeranoff's career and writings.",,2254,2140,348,1
http://nla.gov.au/nla.obj-370397232/findingaid,MS 8128,Papers of Harland Gordon Brooks,Harland Gordon Brooks,1933-1977,11.2 metres (50 boxes),English,National Library of Australia,,,,112,103,0,1
http://nla.gov.au/nla.obj-245633098/findingaid,MS 6567,Papers of Harold Arthur Fraser,H. A. Fraser,1881-1986,6.4 metres (40 boxes + 1 folio + 1 elephant item),English,National Library of Australia,,,,151,138,0,1
http://nla.gov.au/nla.obj-416176727/findingaid,MS 8950,Papers of Harold Blair,Harold Blair,1924-1976,"0.33 metres (1 box, 2 folios)",English,NLA,,,,9,9,0,1
http://nla.gov.au/nla.obj-342614966/findingaid,MS 8361,Papers of Harold Cazneaux,"Cazneaux, Harold, 1878-1953",1903-1984 (bulk 1903-1954),0.3 metres (2 boxes),English,National Library of Australia,This finding aid was created by the Manuscripts Branch of the National Library of Australia with the assistance of the Nora Heysen Bequest.,,,219,213,0,1
http://nla.gov.au/nla.obj-1126147343/findingaid,M2995 - M3032,Papers of Harold M. Ford (as filmed by the AJCP),"Ford, Harold M.",1926 - 11 May 1939,44 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,49,44,44,50
http://nla.gov.au/nla.obj-234441386/findingaid,MS 6681; MS Acc05.092;MS Acc09.161;.MS Acc09.168,Papers of Harold S. Williams,Harold S. Williams,1867-2000,24.75 metres (84 boxes + 3 small folio boxes + 15 medium folio boxes + 5 large folio boxes + 2 phase boxes + 1 folio item),English,Special Collections (Manuscripts),,,,1364,1347,28,1
http://nla.gov.au/nla.obj-414623784/findingaid,MS 8973,Papers of Harold Stewart,"Stewart, Harold, 1916-1995",1933 - 1995,4.8 metres (32 boxes + 1 item + 2 audiovisual carriers),English,Special Collections (Manuscripts),,,,155,142,0,1
http://nla.gov.au/nla.obj-257635262/findingaid,"MS 9867, MS Acc06.185, MS Acc08.069",Papers of Harrison Bryan,Harrison Bryan,c.1947-2008,6.12 metres (28 boxes + 1 carton + 3 folio boxes + 1 packet),English,National Library of Australia,,,,163,150,0,1
http://nla.gov.au/nla.obj-416446056/findingaid,MS 7981,Papers of Harry M. Miller,Harry M. Miller,1958 - 2003,27.3 metres (5 map folios + 2 medium folio boxes + 3 large folio boxes + 1 folio + 84 ms boxes + 26 ms cartons + 1 over sized music score),English,Special Collections (Manuscripts),,,,410,398,0,1
http://nla.gov.au/nla.obj-343084760/findingaid,MS 2765,Papers of Harry Pearce,Harry Pearce,1875 - 1984,23.20 metres (1 small phase box [MSR] + 91 ms boxes + 1 large volume + 4 folios + 6 small folio boxes + 1 medium folio box + 2 large folio boxes + 1 medium phase box + 1 large phase box),English,Special Collections (Manuscripts),,,,458,413,0,1
http://nla.gov.au/nla.obj-370478988/findingaid,MS 9244,Papers of Hazel Rowley,"Rowley, Hazel",1986-1993,1.5 metres (10 boxes),English,National Library of Australia,,,,74,68,0,1
http://nla.gov.au/nla.obj-742840441/findingaid,M855,Papers of Heathfield Harman Stephenson (as filmed by the AJCP),"Stephenson, Heathfield Harman",1861 - 1890,9 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,9,9,9,10
http://nla.gov.au/nla.obj-296288255/findingaid,MS 6277,Papers of Hector Harrison,Hector Harrison,1915-1978,5.18 metres (37 boxes),English,National Library of Australia,,,,133,125,0,1
http://nla.gov.au/nla.obj-293582323/findingaid,MS 6396,Papers of Hector McIvor,Hector McIvor,1950-1985,2.52 metres (18 boxes),English,National Library of Australia,,,,60,59,0,1
http://nla.gov.au/nla.obj-3082756835/findingaid,MS 10250,Papers of Hede Juer relating to Gertrud Bodenwieser,"Juer, Hede",July 1975,0.03 metres (1 folder),English,Special Collections (Manuscripts),,,,2,1,1,1
http://nla.gov.au/nla.obj-241431606/findingaid,MS 1682,Papers of Hedley R. Marston,Hedley R. Marston,1879-1963,1.53 metres (3 ms boxes + 6 archive boxes + 1 folio tube),English,National Library of Australia,,,,77,69,0,1
http://nla.gov.au/nla.obj-461264380/findingaid,MS 6641,Papers of Heinz Wolfgang Arndt,H. W. Arndt,1933-2002,60.50 metres (300 boxes) + 61 other boxes.,English,National Library of Australia,,,,1246,1167,0,1
http://nla.gov.au/nla.obj-242409110/findingaid,MS 7593,Papers of Helen Crisp,Helen Crisp,1939-1983,2.46 metres (16 boxes),English,National Library of Australia,,,,125,125,0,1
